ID	CONTROL_TYPE	miRNA_ID	GENE_NAME	ACCESSION_STRING	CHROMOSOMAL_LOCATION	SPOT_ID
!Sample_growth_protocol_ch1 = Fresh frozen KS and skin biopsies were obtained from the NIH AIDS Cancer Specimen Resource Bank (USA) and from Chelsea and Westminster Hospital (UK).  All participants were male, HIV–infected and between the ages of 26 and 58. Three out of five biopsies were collected in London in 2008. The remaining biopsies were nodular stage KS and collected in the U.S.A in 2003. All participants were undergoing anti-retroviral treatment at the time of collection.
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Tissue was disrupted and homogenized using a mechanical rotor and RNA subsequently extracted using the miRNeasy mini kit (Qiagen) according to manufacturer’s instructions. The small RNA fraction was assessed using the Agilent small RNA Kit. Quality and integrity of the RNA fraction between 6 and 150 nucleotides was quantified using the Agilent 2100 bioanalyzer (Agilent).
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Total RNA was labelled with Cy3 using the Agilent miRNA labelling and reagent kit as per manufacturer's instructions.
!Sample_hyb_protocol = Cy3 labelled total RNA was hybridised to Agilent Human miRNA Microarray v1.0 as per manufacturer's instructions.
!Sample_scan_protocol = The Agilent Human miRNA Microarray was scanned using the Agilent scanner as per manufacturer's instructions.
!Sample_description = 2330B_KS
!Sample_data_processing = Summary expression text files were created using Agilent  Feature Extraction Software. From the summary text files we extracted the median (gMedianSignal) and background signal-(gBGUsed). The arrays were then background corrected using the 'normexp' function of the limma package and quantile normalized to each other.
!Sample_platform_id = GPL8617
!Sample_contact_name = Stephen,,Henderson
!Sample_contact_email = s.henderson@ucl.ac.uk
!Sample_contact_phone = 02076796827
!Sample_contact_fax = 02076796851
!Sample_contact_laboratory = Viral Oncology
!Sample_contact_department = Cancer Institute
!Sample_contact_institute = UCL
!Sample_contact_address = Paul O'Gorman Building, Huntley Street
!Sample_contact_city = London
!Sample_contact_zip/postal_code = WC1E 6BT
!Sample_contact_country = United Kingdom
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM410nnn/GSM410664/suppl/GSM410664.txt.gz
!Sample_series_id = GSE16353
!Sample_series_id = GSE16357
!Sample_data_row_count = 1555
#ID_REF = 
#VALUE = normalised log2 expression values
!sample_table_begin
ID_REF	VALUE
DarkCorner	5.101291315
NC1_00000197	5.101429508
NC1_00000215	5.1021012
NC2_00079215	5.102366442
NC2_00092197	5.033925553
NC2_00106057	5.059198615
NC2_00122731	5.093473916
(-)3xSLv1	5.083836178
SCorner3	5.226841465
dmr_285_19	5.037182244
dmr_285_18	5.09525732
dmr_3_17	5.214521308
dmr_3_16	5.037500599
dmr_308_21	5.024543371
dmr_308_22	5.03762169
dmr_316_22	5.107427737
dmr_316_21	5.169814291
dmr_31a_19	5.024978208
dmr_31a_18	5.037892343
dmr_6_22	5.267605361
dmr_6_21	5.191808107
A_25_P00011676	4.881665379
A_25_P00011677	4.902780208
A_25_P00011679	5.107828156
A_25_P00011678	4.902513002
A_25_P00011665	5.321832862
A_25_P00011667	5.107915803
A_25_P00011664	4.84721897
A_25_P00011666	5.149817563
A_25_P00011668	5.170240729
A_25_P00011669	5.27614217
A_25_P00011670	5.477949242
A_25_P00011671	5.528636652
A_25_P00011833	5.276339876
A_25_P00011834	5.038268154
A_25_P00011832	4.96490714
A_25_P00011835	5.276400068
A_25_P00011659	4.902877982
A_25_P00011656	5.038380615
A_25_P00011657	5.171013662
A_25_P00011658	5.084974266
A_25_P00011644	5.383842176
A_25_P00011646	5.149832104
A_25_P00011647	5.259623755
A_25_P00011645	5.346237338
A_25_P00011852	6.528151905
A_25_P00011855	8.296474588
A_25_P00011854	7.443838976
A_25_P00011853	7.577062972
A_25_P00011706	5.209931872
A_25_P00011707	4.903346723
A_25_P00011704	5.259635696
A_25_P00011705	5.085393202
A_25_P00011886	4.825200356
A_25_P00011884	4.903716144
A_25_P00011887	4.965636748
A_25_P00011885	5.012129779
A_25_P00011780	5.085407336
A_25_P00011782	5.109075001
A_25_P00011783	5.171526148
A_25_P00011781	5.109421917
A_25_P00011709	5.54013132
A_25_P00011708	5.461717596
A_25_P00011711	5.228108271
A_25_P00011710	5.384124614
A_25_P00011850	5.012285696
A_25_P00011851	4.788072388
A_25_P00011849	5.039491209
A_25_P00011848	5.376935584
A_25_P00011741	5.039746066
A_25_P00011740	4.903759205
A_25_P00011743	4.966597154
A_25_P00011742	5.27686411
A_25_P00011792	4.903927337
A_25_P00011793	4.848644505
A_25_P00011794	5.08578654
A_25_P00011795	5.040112989
A_25_P00011811	8.431315396
A_25_P00011810	9.833479232
A_25_P00011808	10.29044443
A_25_P00011809	9.180430692
A_25_P00011805	5.150083859
A_25_P00011804	5.040275161
A_25_P00011807	4.966700921
A_25_P00011806	5.109734599
A_25_P00011837	4.849443269
A_25_P00011838	4.905063619
A_25_P00011836	4.966771375
A_25_P00011839	4.945394086
A_25_P00011830	4.945598612
A_25_P00011831	4.905745918
A_25_P00011828	5.109813699
A_25_P00011829	5.08601433
A_25_P00011660	4.945685208
A_25_P00011662	4.906127134
A_25_P00011661	5.17199322
A_25_P00011663	4.906405221
A_25_P00011680	5.172055881
A_25_P00011683	5.384865147
A_25_P00011681	5.210322735
A_25_P00011682	5.32240867
A_25_P00011687	5.277455449
A_25_P00011684	5.478206856
A_25_P00011686	5.260596381
A_25_P00011685	5.358426766
A_25_P00011746	4.882784019
A_25_P00011744	4.88257859
A_25_P00011745	4.967186148
A_25_P00011747	4.945732207
A_25_P00011868	4.906585749
A_25_P00011870	5.040805761
A_25_P00011869	5.01424206
A_25_P00011871	4.967852703
A_25_P00011653	4.968250611
A_25_P00011652	4.907619165
A_25_P00011655	4.710177952
A_25_P00011654	4.907815273
A_25_P00011718	5.55364931
A_25_P00011717	5.491760196
A_25_P00011716	5.500174634
A_25_P00011719	5.540506717
A_25_P00011773	5.385419627
A_25_P00011772	5.404177996
A_25_P00011775	5.358678375
A_25_P00011774	5.358806535
A_25_P00011791	5.041186555
A_25_P00011790	4.883134589
A_25_P00011789	4.850474755
A_25_P00011788	5.014243458
A_25_P00011778	5.377282323
A_25_P00011779	5.041226796
A_25_P00011776	5.173185777
A_25_P00011777	5.229135895
A_25_P00011648	5.086119383
A_25_P00011649	5.398424725
A_25_P00011651	5.260631759
A_25_P00011650	5.780833372
A_25_P00011898	5.041898635
A_25_P00011899	5.041678584
A_25_P00011896	5.041670927
A_25_P00011897	4.907915518
A_25_P00011821	5.042080755
A_25_P00011820	5.173471464
A_25_P00011822	5.110915065
A_25_P00011823	5.042058245
A_25_P00011844	4.908159116
A_25_P00011846	5.260890872
A_25_P00011845	4.883540446
A_25_P00011847	5.210886223
A_25_P00011691	4.969118931
A_25_P00011688	5.404378774
A_25_P00011690	5.40423576
A_25_P00011689	5.554076053
A_25_P00011762	5.042601099
A_25_P00011761	5.04235704
A_25_P00011763	4.826101185
A_25_P00011760	5.042490079
A_25_P00011874	5.229484255
A_25_P00011873	5.492302546
A_25_P00011875	5.27835013
A_25_P00011872	5.359033885
A_25_P00011768	5.04280503
A_25_P00011770	4.908555542
A_25_P00011771	5.111896655
A_25_P00011769	5.111779842
A_25_P00011881	5.278406218
A_25_P00011882	5.548858963
A_25_P00011883	5.3857398
A_25_P00011880	5.385749396
A_25_P00011726	7.708040131
A_25_P00011727	7.817382646
A_25_P00011725	7.882495015
A_25_P00011724	7.954242658
A_25_P00011876	5.043104354
A_25_P00011878	4.90863456
A_25_P00011877	4.970126613
A_25_P00011879	4.969994071
A_25_P00011843	5.17407934
A_25_P00011842	5.404990353
A_25_P00011840	5.41959864
A_25_P00011841	5.540774275
A_25_P00011730	5.150561413
A_25_P00011729	4.970475253
A_25_P00011728	4.774024935
A_25_P00011731	4.946347007
A_25_P00011860	5.462421809
A_25_P00011862	5.426092104
A_25_P00011863	5.492550398
A_25_P00011861	5.439253927
A_25_P00011751	5.386400396
A_25_P00011750	5.426254296
A_25_P00011748	5.386280934
A_25_P00011749	5.554267182
A_25_P00011702	6.192295527
A_25_P00011703	6.148315852
A_25_P00011700	6.067005356
A_25_P00011701	6.258972945
A_25_P00011673	5.112326934
A_25_P00011674	5.112523145
A_25_P00011672	5.112315987
A_25_P00011675	5.086906809
A_25_P00011803	4.790917786
A_25_P00011801	4.909012767
A_25_P00011802	5.112714678
A_25_P00011800	5.043372013
A_25_P00011584	11.50899675
A_25_P00010086	10.77792133
A_25_P00010070	11.60828374
A_25_P00010071	11.02194795
A_25_P00010073	8.165162577
A_25_P00010072	10.14638436
A_25_P00010282	8.95253514
A_25_P00010281	8.021709435
A_25_P00010280	7.806224613
A_25_P00010279	8.851253578
A_25_P00010089	9.004866553
A_25_P00010088	11.06336069
A_25_P00010305	9.435629786
A_25_P00010306	7.747359073
A_25_P00010185	10.31488795
A_25_P00010184	8.706398187
A_25_P00010955	5.392494848
A_25_P00010475	6.522420105
A_25_P00010474	7.525746272
A_25_P00010678	7.795027855
A_25_P00010679	7.837667653
A_25_P00011004	8.980811998
A_25_P00011005	8.305518907
A_25_P00010193	4.909035144
A_25_P00010194	5.230674237
A_25_P00010192	5.151034898
A_25_P00010195	5.043546653
A_25_P00010801	7.300333715
A_25_P00010802	7.100969495
A_25_P00010433	8.398028813
A_25_P00010434	7.439648813
A_25_P00011069	8.987976983
A_25_P00011068	7.636964855
A_25_P00010469	6.71683797
A_25_P00010470	6.001911669
A_25_P00010136	7.246473581
A_25_P00010135	7.920798905
A_25_P00010128	5.174404134
A_25_P00010127	5.143855542
A_25_P00011090	4.822772779
A_25_P00011089	5.162894319
A_25_P00010481	7.613429389
A_25_P00010480	8.536689196
A_25_P00010980	7.951053589
A_25_P00010979	10.96777673
A_25_P00010768	10.59583778
A_25_P00010767	11.2654666
A_25_P00010600	6.647549187
A_25_P00010382	7.116792
A_25_P00010381	6.200457363
A_25_P00010003	5.462632242
A_25_P00010004	5.100215879
A_25_P00010692	5.231040609
A_25_P00010691	5.566490408
A_25_P00010754	5.324041768
A_25_P00010753	5.493442987
A_25_P00010440	7.644134214
A_25_P00010439	7.961762235
A_25_P00010438	5.999268499
A_25_P00010437	6.410297259
A_25_P00010588	7.036799253
A_25_P00010589	6.50865123
A_25_P00010191	5.549279289
A_25_P00010190	5.717365735
A_25_P00010964	5.471144301
A_25_P00010963	5.864722378
A_25_P00010570	5.824028961
A_25_P00010569	5.854440217
A_25_P00010981	5.065584752
A_25_P00010486	5.13299004
A_25_P00011017	5.836859859
A_25_P00011018	6.403868332
A_25_P00010617	5.044322109
A_25_P00010616	5.079376673
A_25_P00010733	5.114516627
A_25_P00010349	5.829865351
A_25_P00010350	5.447169943
A_25_P00010606	6.617789315
A_25_P00010607	6.960377542
A_25_P00010548	6.088836199
A_25_P00010547	7.257073895
A_25_P00011016	8.714247219
A_25_P00010896	6.942535228
A_25_P00011065	9.305122094
A_25_P00011064	11.40822506
A_25_P00010626	6.435490663
A_25_P00010627	6.4076096
A_25_P00010109	11.81279215
A_25_P00010110	11.01919155
A_25_P00010079	5.927234805
A_25_P00010078	7.234843132
A_25_P00010387	6.30791647
A_25_P00010386	7.720502405
A_25_P00010763	5.173220911
A_25_P00010764	5.030035828
A_25_P00010131	7.07206044
A_25_P00010132	7.483883933
A_25_P00010133	6.467984588
A_25_P00010134	5.490079391
A_25_P00010849	5.408848515
A_25_P00010850	5.278123314
A_25_P00010490	6.273434688
A_25_P00010489	5.656695733
A_25_P00010578	6.411766304
A_25_P00010577	5.925844255
A_25_P00010549	7.1066039
A_25_P00010550	6.710503716
A_25_P00010988	4.972067804
A_25_P00010584	5.388679098
A_25_P00010583	5.681358891
A_25_P00010115	5.280660064
A_25_P00010116	5.367441548
A_25_P00010553	6.92840613
A_25_P00010555	6.980098009
A_25_P00010554	7.072935272
A_25_P00010467	8.360552207
A_25_P00010468	6.620274624
A_25_P00011102	7.762058038
A_25_P00011101	8.604792694
A_25_P00010599	10.23596305
A_25_P00010598	8.80416702
A_25_P00010141	6.122474974
A_25_P00010142	5.982496168
A_25_P00010277	7.037072719
A_25_P00010278	6.289907944
A_25_P00010285	8.074490737
A_25_P00010286	6.810375849
A_25_P00010884	5.517203747
A_25_P00010886	5.17618246
A_25_P00010883	5.517326766
A_25_P00010885	5.463927751
A_25_P00010552	6.667840088
A_25_P00010551	7.318671836
A_25_P00010287	5.607577283
A_25_P00010288	5.894741904
A_25_P00010077	5.973215297
A_25_P00010076	6.055704145
A_25_P00011104	5.362235823
A_25_P00011103	5.601987262
A_25_P00010967	4.855295389
A_25_P00010968	4.910496742
A_25_P00010965	5.045543769
A_25_P00010966	5.015426693
A_25_P00010515	5.045839562
A_25_P00010516	4.97817017
A_25_P00010236	5.464232397
A_25_P00010237	5.53989365
A_25_P00010703	6.267855446
A_25_P00010702	8.075127508
A_25_P00010101	6.517432288
A_25_P00010102	5.91730476
A_25_P00010602	5.36020701
A_25_P00010603	5.35446905
A_25_P00010601	5.399944032
A_25_P00010230	7.927398276
A_25_P00010231	8.074708155
A_25_P00010232	7.897563395
A_25_P00010296	5.015500987
A_25_P00010295	5.428118698
A_25_P00010970	6.082662355
A_25_P00010969	6.77603057
A_25_P00010338	5.176851133
A_25_P00010339	4.972539411
A_25_P00010340	5.11533667
A_25_P00010341	5.115558255
A_25_P00010951	5.596623252
A_25_P00010952	5.325243983
A_25_P00010239	5.21227897
A_25_P00010392	5.229681455
A_25_P00010393	5.838034735
A_25_P00010394	7.31937234
A_25_P00010877	5.439839042
A_25_P00010875	5.458363415
A_25_P00010878	5.511589933
A_25_P00010876	5.501065832
A_25_P00010869	5.325456326
A_25_P00010868	5.469942429
A_25_P00010674	6.992576607
A_25_P00010675	6.425311775
A_25_P00010027	7.788282143
A_25_P00010028	6.363855684
A_25_P00011007	5.69874942
A_25_P00011006	5.480900142
A_25_P00010770	7.594675109
A_25_P00010769	8.727363116
A_25_P00010526	6.281443381
A_25_P00010525	5.816552697
A_25_P00010523	5.663337968
A_25_P00010524	5.926191337
A_25_P00010836	5.667620172
A_25_P00010835	5.948646158
A_25_P00010576	6.908368042
A_25_P00010575	7.259209831
A_25_P00010700	9.616721846
A_25_P00010701	7.616724294
A_25_P00010069	10.37336117
A_25_P00010068	9.237123955
A_25_P00010698	8.411934178
A_25_P00010699	6.761030189
A_25_P00010998	7.216626896
A_25_P00010997	7.609907883
A_25_P00011000	8.238707308
A_25_P00010999	9.341797307
A_25_P00010208	5.49971488
A_25_P00010209	5.754514428
A_25_P00011011	5.40854472
A_25_P00011012	5.491532004
A_25_P00011010	5.474982039
A_25_P00010909	5.600830991
A_25_P00010908	6.066716015
A_25_P00010546	6.421666323
A_25_P00010545	6.762577551
A_25_P00011128	6.076464651
A_25_P00011130	6.120308349
A_25_P00011129	6.286630843
A_25_P00010016	5.067360192
A_25_P00010628	5.587428619
A_25_P00010629	5.827192962
A_25_P00010399	5.491597702
A_25_P00010400	5.304253328
A_25_P00010504	7.835362257
A_25_P00010503	7.278610727
A_25_P00010528	5.641059761
A_25_P00010527	5.641029726
A_25_P00010529	5.636329736
A_25_P00010137	5.031302814
A_25_P00010138	5.088915993
A_25_P00010613	7.145451524
A_25_P00010612	7.511232821
A_25_P00010615	5.768518851
A_25_P00010614	6.596288013
A_25_P00010975	13.72784504
A_25_P00010976	12.35961469
A_25_P00010995	6.816439246
A_25_P00010996	6.448245577
A_25_P00010406	5.134514115
A_25_P00010405	5.116540057
A_25_P00010853	5.81148599
A_25_P00010854	5.622473606
A_25_P00010659	9.418582439
A_25_P00010660	8.985452717
A_25_P00010926	5.344012818
A_25_P00010927	5.362002435
A_25_P00010482	5.046705746
A_25_P00010484	5.015899305
A_25_P00010485	5.116945758
A_25_P00010483	5.117075699
A_25_P00010425	5.016348707
A_25_P00010424	4.974099036
A_25_P00010423	4.948508549
A_25_P00010426	5.046868838
A_25_P00010211	5.821223477
A_25_P00010210	6.013245112
A_25_P00010343	5.282829246
A_25_P00010342	5.344615199
A_25_P00010204	11.53120348
A_25_P00010205	9.773248148
A_25_P00010039	4.828870091
A_25_P00010037	5.117479156
A_25_P00010040	5.016823715
A_25_P00010038	4.85735958
A_25_P00010690	6.755710892
A_25_P00010689	5.885895274
A_25_P00010719	8.326807944
A_25_P00010718	8.476769765
A_25_P00010880	7.401848423
A_25_P00010879	8.02510004
A_25_P00010949	5.81210442
A_25_P00010950	5.375706261
A_25_P00010844	8.464471342
A_25_P00010843	9.914357896
A_25_P00010881	9.302211815
A_25_P00010882	8.441426241
A_25_P00010676	10.23308831
A_25_P00010677	9.862662296
A_25_P00010990	7.094249013
A_25_P00010989	8.114370586
A_25_P00010779	10.27041072
A_25_P00010780	8.65723554
A_25_P00010084	7.203620826
A_25_P00010085	8.200582444
A_25_P00010797	9.327760503
A_25_P00010796	8.167489453
A_25_P00010762	7.193708832
A_25_P00010761	8.768724281
A_25_P00010630	6.565594126
A_25_P00010631	5.961072466
A_25_P00010197	5.599285273
A_25_P00010196	5.860598906
A_25_P00010103	5.491907672
A_25_P00010104	5.404876503
A_25_P00010445	5.515089387
A_25_P00010446	5.248832697
A_25_P00010082	10.34487363
A_25_P00010083	8.789302413
A_25_P00010054	7.282269129
A_25_P00010053	9.403927747
A_25_P00010238	7.400711279
A_25_P00010839	5.973598365
A_25_P00010840	5.543317856
A_25_P00010982	5.24903485
A_25_P00010983	5.165766506
A_25_P00010024	5.148263241
A_25_P00010025	5.212961488
A_25_P00010026	5.117678934
A_25_P00010618	4.857681151
A_25_P00010621	5.179214042
A_25_P00010620	5.235158187
A_25_P00010619	5.179422872
A_25_P00010324	5.117908861
A_25_P00010321	4.974858614
A_25_P00010322	5.153250213
A_25_P00010323	5.179956166
A_25_P00010537	4.975356811
A_25_P00010538	5.104233669
A_25_P00010536	5.327675934
A_25_P00010506	5.011374144
A_25_P00010505	5.500322938
A_25_P00010163	4.975701313
A_25_P00010164	4.975777212
A_25_P00010162	5.18053617
A_25_P00010827	5.742108077
A_25_P00010828	5.28485636
A_25_P00010681	7.453940514
A_25_P00010680	8.191220521
A_25_P00010390	6.481457035
A_25_P00010391	5.66882813
A_25_P00010815	6.459092827
A_25_P00010816	5.703517494
A_25_P00010683	7.776440154
A_25_P00010682	8.022629539
A_25_P00010838	5.498697546
A_25_P00010837	5.793387882
A_25_P00011013	6.70301631
A_25_P00011014	6.466467762
A_25_P00011015	5.812875913
A_25_P00010510	5.319015182
A_25_P00010509	5.249060835
A_25_P00010752	5.46605293
A_25_P00011116	8.150642949
A_25_P00011115	9.084614461
A_25_P00010379	5.048003178
A_25_P00010378	5.219534493
A_25_P00010540	8.127173131
A_25_P00010539	8.146054987
A_25_P00010154	6.017049426
A_25_P00010153	6.1889067
A_25_P00010179	5.048251532
A_25_P00010178	5.153863688
A_25_P00010180	5.181451947
A_25_P00010181	5.01850102
A_25_P00010670	5.236316324
A_25_P00010671	5.078947896
A_25_P00010669	5.495077456
A_25_P00010263	5.219767096
A_25_P00010262	5.501491765
A_25_P00010019	5.182070793
A_25_P00010020	4.945541892
A_25_P00010466	5.672111023
A_25_P00011047	5.557024002
A_25_P00011046	5.578219983
A_25_P00011048	5.497958528
A_25_P00011117	7.281483105
A_25_P00011118	6.54268732
A_25_P00010213	5.450201235
A_25_P00010214	4.825007133
A_25_P00010212	5.285604406
A_25_P00010029	4.914556517
A_25_P00010030	4.976884258
A_25_P00010032	5.236652374
A_25_P00010031	5.04869244
A_25_P00010974	6.011318754
A_25_P00010973	6.077195187
A_25_P00011066	6.141168323
A_25_P00011067	5.874329905
A_25_P00011078	4.914556662
A_25_P00011076	5.018914409
A_25_P00011075	5.119812743
A_25_P00011077	5.182371606
A_25_P00010867	5.249468304
A_25_P00010866	5.285750285
A_25_P00010712	7.4418582
A_25_P00010711	6.798696495
A_25_P00010778	5.880240669
A_25_P00010777	5.532681064
A_25_P00010368	4.949162421
A_25_P00010369	5.04968859
A_25_P00010370	5.084948933
A_25_P00010046	7.770580367
A_25_P00010045	8.857307344
A_25_P00010465	6.005601297
A_25_P00010464	6.109465748
A_25_P00010755	5.471551337
A_25_P00010756	5.307817609
A_25_P00010894	6.818858176
A_25_P00010895	6.078587539
